t,vp,vq,iq,ip
0.0053266331658291454,9.94739716020657,9.947397347939317,-0.005,-0.002209660284169024
0.00542713567839196,9.91010207442792,9.910102183092208,-0.005,-0.0011806908026633645
0.005527638190954773,9.862928383380028,9.862928442647918,-0.005,-0.00014560402546509588
0.005628140703517588,9.805923110824041,9.814780571781547,-0.005,0.0
0.005728643216080402,9.739143080855376,9.767109481291005,-0.005,0.0
0.005829145728643216,9.66265486126022,9.7199103789737,-0.005,0.0
0.00592964824120603,9.576534697159296,9.673178593070338,-0.005,0.0
0.006030150753768844,9.480868435005094,9.62690949807562,-0.005,0.0
0.006130653266331658,9.375751437008251,9.581098512945148,-0.005,0.0
0.006231155778894473,9.261288486078412,9.535741101925977,-0.005,0.0
0.006331658291457286,9.137593681374367,9.490832774184197,-0.005,0.0
0.006432160804020101,9.004790324567518,9.44636908335099,-0.005,0.0
0.0065326633165829154,8.863010796932087,9.40234562708253,-0.005,0.0
0.0066331658291457285,8.712396427384597,9.358758046627825,-0.005,0.0
0.006733668341708543,8.553097351604118,9.315602026411488,-0.005,0.0
0.006834170854271356,8.385272362373776,9.272873293652168,-0.005,0.0
0.006934673366834171,8.209088751292626,9.230567618073731,-0.005,0.0
0.007035175879396985,8.024722142015781,9.188680811851366,-0.005,0.0
0.007135678391959799,7.832356315188906,9.147208730120973,-0.005,0.0
0.007236180904522613,7.632183025251685,9.106147272754331,-0.005,0.0
0.007336683417085427,7.424401809292834,9.065492388801609,-0.005,0.0
0.007437185929648241,7.209219788147163,9.025240086202679,-0.005,0.0
0.007537688442211056,6.986851459933066,8.985386451267162,-0.005,0.0
0.007638190954773869,6.757518486236088,8.94592768516035,-0.005,0.0
0.007738693467336684,6.521449471151868,8.906860168188473,-0.005,0.0
0.007839195979899497,6.278879733408587,8.86818056671276,-0.005,0.0
0.007939698492462312,6.030051071796145,8.829886001247278,-0.005,0.0
0.008040201005025126,5.775211524135886,8.791974296394374,-0.005,0.0
0.00814070351758794,5.514615120031075,8.754444331989554,-0.005,0.0
0.008241206030150754,5.248521627644684,8.717296508272748,-0.005,0.0
0.008341708542713568,4.977196294756834,8.680533324567328,-0.005,0.0
0.008442211055276382,4.700909584360029,8.644160050362872,-0.005,0.0
0.008542713567839196,4.419936905055791,8.608120835191368,-0.005,0.0
0.00864321608040201,4.134558336521342,8.572447328537056,-0.005,0.0
0.008743718592964824,3.84505835032011,8.537137705285609,-0.005,0.0
0.00884422110552764,3.551725526334282,8.502190259756992,-0.005,0.0
0.008944723618090452,3.254852265102121,8.467603554944954,-0.005,0.0
0.009045226130653268,2.9547344963467004,8.43337643492998,-0.005,0.0
0.00914572864321608,2.651671383986787,8.399508034158474,-0.005,0.0
0.009246231155778896,2.3459650279236888,8.365997782689124,-0.005,0.0
0.00934673366834171,2.037920162901519,8.332845406475007,-0.005,0.0
0.009447236180904523,1.7278438547409987,8.300050921749781,-0.005,0.0
0.009547738693467337,1.4160451942495158,8.267614622623228,-0.005,0.0
0.009648241206030151,1.1028349891127507,8.235537061071923,-0.005,0.0
0.009748743718592965,0.788525454074766,8.203819018636896,-0.005,0.0
0.00984924623115578,0.47342989971557764,8.172461469313918,-0.005,0.0
0.009949748743718593,0.15786242013637264,8.141465533343634,-0.005,0.0
0.010050251256281407,-0.15786242013636578,8.110832421874363,-0.005,0.0
0.010150753768844221,-0.4734298997155752,8.080563372775671,-0.005,0.0
0.010251256281407035,-0.7885254540747635,8.050659578218337,-0.005,0.0
0.010351758793969849,-1.1028349891127482,8.02112210499702,-0.005,0.0
0.010452261306532665,-1.4160451942495176,7.991951808945643,-0.005,0.0
0.010552763819095477,-1.7278438547409918,7.963149245171515,-0.005,0.0
0.010653266331658291,-2.0379201629015165,7.934714576201939,-0.005,0.0
0.010753768844221105,-2.3459650279236866,7.906647480487273,-0.005,0.0
0.01085427135678392,-2.651671383986785,7.87894706402947,-0.005,0.0
0.010954773869346734,-2.9547344963467026,7.85161177819971,-0.005,0.0
0.011055276381909547,-3.254852265102114,7.8246393470701,-0.005,0.0
0.01115577889447236,-3.55172552633428,7.7980267078112275,-0.005,0.0
0.011256281407035176,-3.8450583503201075,7.771769967899963,-0.005,0.0
0.01135678391959799,-4.13455833652134,7.7458643830385805,-0.005,0.0
0.011457286432160804,-4.419936905055793,7.720304359803695,-0.005,0.0
0.011557788944723616,-4.700909584360027,7.695083487109889,-0.005,0.0
0.011658291457286432,-4.977196294756827,7.670194600569836,-0.005,0.0
0.011758793969849246,-5.248521627644683,7.645629883728114,-0.005,0.0
0.01185929648241206,-5.514615120031073,7.621381009894958,-0.005,0.0
0.011959798994974876,-5.775211524135888,7.597439327851498,-0.005,0.0
0.012060301507537688,-6.0300510717961435,7.573796093971737,-0.005,0.0
0.012160804020100502,-6.278879733408581,7.550442752238478,-0.005,0.0
0.012261306532663316,-6.521449471151866,7.527371262157391,-0.005,0.0
0.012361809045226132,-6.757518486236087,7.504574472653826,-0.005,0.0
0.012462311557788945,-6.986851459933066,7.482046537667041,-0.005,0.0
0.01256281407035176,-7.209219788147165,7.459783366386201,-0.005,0.0
0.012663316582914572,-7.424401809292829,7.437783098018682,-0.005,0.0
0.012763819095477387,-7.632183025251682,7.632135367535015,-0.005,0.02206020588495311
0.012864321608040201,-7.832356315188904,7.8323560737640525,-0.005,0.022858498563366636
0.012964824120603015,-8.024722142015781,8.024721275997424,-0.005,0.02225890996111035
0.013065326633165831,-8.209088751292624,8.209086915657966,-0.005,0.02164057622624893
0.013165829145728643,-8.38527236237377,8.38526915385372,-0.005,0.020995338285736076
0.013266331658291457,-8.553097351604118,8.553092497279243,-0.005,0.020325163255977052
0.013366834170854271,-8.712396427384595,8.712390043605662,-0.005,0.019631736782503795
0.013467336683417087,-8.86301079693209,8.863003588637472,-0.005,0.018915888235903733
0.0135678391959799,-9.004790324567516,9.004783480470943,-0.005,0.018177602776605517
0.013668341708542713,-9.137593681374364,9.137588468502644,-0.005,0.01741647820999187
0.013768844221105527,-9.261288486078412,9.261285799053754,-0.005,0.01663225836018878
0.013869346733668343,-9.375751437008251,9.37575155711393,-0.005,0.015825166739554253
0.013969849246231156,-9.480868435005096,9.480871065639775,-0.005,0.014995964293430974
0.01407035175879397,-9.576534697159294,9.576539173216592,-0.005,0.014145806955034035
0.014170854271356783,-9.662654861260217,9.66266038891066,-0.005,0.013276030393658156
0.014271356783919598,-9.739143080855376,9.739148918302636,-0.005,0.012387963275420633
0.014371859296482412,-9.805923110824041,9.805928669526953,-0.005,0.011482816036520405
0.014472361809045226,-9.862928383380028,9.86293326645669,-0.005,0.010561647109136763
0.014572864321608042,-9.91010207442792,9.910106074396493,-0.005,0.0096253850487526
0.014673366834170854,-9.947397160206569,9.94740023130505,-0.005,0.008674878887677873
0.014773869346733668,-9.974776464163387,9.974778679451306,-0.005,0.00771095264630256
0.014874371859296482,-9.992212694012757,9.99221419676471,-0.005,0.006734448008195892
0.014974874371859298,-9.999688468941564,9.99968942785801,-0.005,0.005746248398074916
0.015075376884422112,-9.99719633693478,9.997196912476221,-0.005,0.004747285469969775
0.015175879396984924,-9.98473878220379,9.984739107078614,-0.005,0.003738533551888523
0.015276381909547738,-9.962328222710068,9.962328395221265,-0.005,0.002720998615139303
0.015376884422110553,-9.929986997786697,9.929987084097025,-0.005,0.0016957069007006997
0.015477386934673367,-9.887747345870027,9.887747386712025,-0.005,0.000663695988224966
0.015577889447236181,-9.8356513723637,9.839353826439156,-0.005,0.0
0.015678391959798994,-9.773751007667073,9.791439413701589,-0.005,0.0
0.015778894472361808,-9.702107955409863,9.7439994192753,-0.005,0.0
0.015879396984924625,-9.620793630944629,9.697029128169765,-0.005,0.0
0.01597989949748744,-9.529889090158393,9.650523889287532,-0.005,0.0
0.016080402010050253,-9.42948494867437,9.604479098303152,-0.005,0.0
0.016180904522613063,-9.31968129152435,9.558890196339542,-0.005,0.0
0.01628140703517588,-9.200587573381744,9.513752669643146,-0.005,0.0
0.016381909547738695,-9.072322509454812,9.469062049152143,-0.005,0.0
0.01648241206030151,-8.935013957148742,9.424813910055281,-0.005,0.0
0.016582914572864323,-8.788798788614605,9.38100387135946,-0.005,0.0
0.016683417085427137,-8.633822754312236,9.337627595478386,-0.005,0.0
0.01678391959798995,-8.47024033772299,9.294680787874722,-0.005,0.0
0.016884422110552764,-8.298214601357257,9.252159196846106,-0.005,0.0
0.01698492462311558,-8.11791702421021,9.210058613678893,-0.005,0.0
0.017085427135678392,-7.929527330827786,9.168374873683318,-0.005,0.0
0.017185929648241206,-7.733233312153395,9.127103859202451,-0.005,0.0
0.01728643216080402,-7.529230638333772,9.08624150674971,-0.005,0.0
0.017386934673366834,-7.317722663670767,9.045783822227799,-0.005,0.0
0.017487437185929648,-7.098920223913332,9.005726910966395,-0.005,0.0
0.017587939698492462,-6.873041426091842,8.966067033231505,-0.005,0.0
0.01768844221105528,-6.640311431104309,8.926800700773441,-0.005,0.0
0.01778894472361809,-6.400962229271073,8.887924835274074,-0.005,0.0
0.017889447236180904,-6.155232409081798,8.849437013954951,-0.005,0.0
0.017989949748743718,-5.903366919365287,8.811335829153014,-0.005,0.0
0.018090452261306535,-5.6456168251191805,8.773621384913941,-0.005,0.0
0.01819095477386935,-5.382239057242882,8.736295942186873,-0.005,0.0
0.01829145728643216,-5.113496156423269,8.699364703450843,-0.005,0.0
0.018391959798994974,-4.839656011428393,8.662836697725522,-0.005,0.0
0.01849246231155779,-4.560991592070162,8.62672569056069,-0.005,0.0
0.018592964824120605,-4.277780677102095,8.590911090521338,-0.005,0.0
0.01869346733668342,-3.9903055773234057,8.55546934193925,-0.005,0.0
0.01879396984924623,-3.6988528541654695,8.520400062073954,-0.005,0.0
0.018894472361809047,-3.4037130340411346,8.485702934240695,-0.005,0.0
0.01899497487437186,-3.105180318741691,8.451378001973936,-0.005,0.0
0.019095477386934675,-2.8035522921701435,8.417425669426649,-0.005,0.0
0.01919597989949749,-2.4991296237030793,8.383846694541965,-0.005,0.0
0.019296482412060303,-2.1922157684769146,8.350642173922838,-0.005,0.0
0.019396984924623117,-1.8831166648971847,8.317813518429418,-0.005,0.0
0.01949748743718593,-1.5721404296725108,8.28536241869265,-0.005,0.0
0.019597989949748745,-1.2595970506771748,8.253290799948562,-0.005,0.0
0.01969849246231156,-0.945798077948445,8.22160076586648,-0.005,0.0
0.019798994974874373,-0.6310563131267372,8.190294531360907,-0.005,0.0
0.019899497487437186,-0.3156854976481113,8.159374344729265,-0.005,0.0
0.02,-2.4492935982947065e-15,8.128842399830878,-0.005,0.0
